[+]	#1
[!#1]O[CH2][CH2][OH]	#
[!#1]O[CH2][CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1]O[CH2][CH2]Cl	#
[!#1]O[CH2][CH2]F	#
[!#1]O[CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1]O[CH2][CH2]O[!#1]	#
[!#1]O[CH2][CH2]OC(=O)[!#1]	#
[!#1]O[CH2][CH2]S(=O)(=O)[!#1]	#
[!#1]O[CH2][CH3]	#
[!#1]O[CH2]C#[CH]	#
[!#1]O[CH2]C([!#1])([!#1])Cl	#
[!#1]O[CH2]C(=O)[!#1]	#
[!#1]O[CH2]C(=O)[CH3]	#
[!#1]O[CH2]C(=O)[NH][CH]([!#1])[CH3]	#
[!#1]O[CH2]C(=O)[NH][CH]([CH2][CH2]S[CH3])C(=O)O[CH3]	#
[!#1]O[CH2]C(=O)[NH][CH2][CH2]N([CH3])[CH3]	#
[!#1]O[CH2]C(=O)[NH][NH]C(=O)[!#1]	#
[!#1]O[CH2]C(=O)[NH][NH]C(=O)[CH2][CH2][CH2][CH2][CH3]	#
[!#1]O[CH2]C(=O)[NH][NH2]	#
[!#1]O[CH2]C(=O)[NH]C(=O)O[!#1]	#
[!#1]O[CH2]C(=O)[NH]N=[CH][!#1]	#
[!#1]O[CH2]C(=O)[NH]N=[CH][CH]([!#1])[!#1]	#
[!#1]O[CH2]C(=O)[NH]N=[CH][CH]=[CH][!#1]	#
[!#1]O[CH2]C(=O)[NH]N=[CH][CH]=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[!#1]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[OH]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1Cl	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1O[CH3]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([!#1])[cH]1	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH]c1[OH]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([CH3])o1	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])[cH][cH]1	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])c([cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])c([cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH][cH]c(s1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c(I)[cH]c([!#1])c1[OH]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c(N=Nc2[cH][cH][cH][cH][cH]2)[cH][cH]c1[OH]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c2[cH][cH][cH][cH]c2nc1Cl	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1c(Cl)[cH][cH][cH]c1Cl	#
[!#1]O[CH2]C(=O)[NH]N=[CH]c1c(O[CH3])[cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]O[CH2]C(=O)[NH]N=C([!#1])[CH3]	#
[!#1]O[CH2]C(=O)[NH]N=C([CH3])[CH]([!#1])[!#1]	#
[!#1]O[CH2]C(=O)[NH]N=C([CH3])[CH]=[CH][!#1]	#
[!#1]O[CH2]C(=O)[NH]N=C([CH3])[CH]=[CH]c1[cH][cH][cH]o1	#
[!#1]O[CH2]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]s1	#
[!#1]O[CH2]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Br)s1	#
[!#1]O[CH2]C(=O)[NH]N=C(C(=O)[!#1])c1[cH]c(Br)[cH][cH]c1N([!#1])[CH3]	#
[!#1]O[CH2]C(=O)[NH]N=C1[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]O[CH2]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH][cH][cH]c12	#
[!#1]O[CH2]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH]c([!#1])[cH]c12	#
[!#1]O[CH2]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH]c([cH]c12)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)[NH]N=C1C(=O)N([!#1])c2[cH][cH]c([!#1])[cH]c12	#
[!#1]O[CH2]C(=O)[NH]N=C1C(=O)N([CH3])c2[cH][cH]c(Br)[cH]c12	#
[!#1]O[CH2]C(=O)[NH2]	#
[!#1]O[CH2]C(=O)[OH]	#
[!#1]O[CH2]C(=O)c1[cH][cH][cH][cH][cH]1	#
[!#1]O[CH2]C(=O)c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]O[CH2]C(=O)c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]O[CH2]C(=O)c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]O[CH2]C(=O)c1[cH][cH]c(O[!#1])[cH][cH]1	#
[!#1]O[CH2]C(=O)N([!#1])[CH2][CH3]	#
[!#1]O[CH2]C(=O)N([!#1])[CH3]	#
[!#1]O[CH2]C(=O)N([CH2][CH3])[CH2][CH3]	#
[!#1]O[CH2]C(=O)O[!#1]	#
[!#1]O[CH2]C(=O)O[CH2]C(=O)[!#1]	#
[!#1]O[CH2]C(=O)O[CH3]	#
[!#1]O[CH2]C(=O)ON=[CH]c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]O[CH2]C(=O)ON=C([CH3])C([CH3])([CH3])[CH3]	#
[!#1]O[CH2]C(F)(F)F	#
[!#1]O[CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1]O[CH3]	#
[!#1]OC([!#1])([!#1])C(=O)[!#1]	#
[!#1]OC([!#1])([!#1])c1[cH][cH][cH][cH]c1C(=O)[!#1]	#
[!#1]OC([!#1])([!#1])c1[cH][cH][cH][cH]c1C(=O)C([!#1])([!#1])c2[cH][cH][cH][cH][cH]2	#
[!#1]OC([!#1])([!#1])c1[cH]c([CH3])[nH]c(=O)c1C(=O)[!#1]	#
[!#1]OC([CH3])([CH3])[CH3]	#
[!#1]OC(=O)[!#1]	#
[!#1]OC(=O)[CH]([CH3])[NH]C(=O)OC([CH3])([CH3])[CH3]	#
[!#1]OC(=O)[CH]=[CH][!#1]	#
[!#1]OC(=O)[CH]=[CH]c1[cH][cH][cH][cH][cH]1	#
[!#1]OC(=O)[CH2][CH2][CH2]C(=O)O[!#1]	#
[!#1]OC(=O)[CH2][CH2][CH3]	#
[!#1]OC(=O)[CH2][CH2]C(=O)O[CH3]	#
[!#1]OC(=O)[CH2][CH3]	#
[!#1]OC(=O)[CH2]C(=O)[CH3]	#
[!#1]OC(=O)[CH3]	#
[!#1]OC(=O)[NH][CH3]	#
[!#1]OC(=O)[NH]C(=O)[CH2][CH2]Br	#
[!#1]OC(=O)[NH2]	#
[!#1]OC(=O)C(=[CH2])[CH3]	#
[!#1]OC(=O)C(F)(F)F	#
[!#1]OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	#
[!#1]OC(=O)O[CH3]	#
[!#1]OC(C(=O)[!#1])(c1[cH][cH][cH][cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]OC(F)(F)[CH](F)Cl	#
[!#1]OC(F)(F)[CH](F)F	#
[!#1]OC1([CH2][CH2][CH2][CH2][CH2]1)C([!#1])([!#1])[!#1]	#
[!#1]Oc1[cH][cH][cH][cH][cH]1	#
[!#1]Oc1[cH][cH][cH][cH]c1[!#1]	#
[!#1]Oc1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1]Oc1[cH][cH][cH][cH]c1[NH]C(=O)[!#1]	#
[!#1]Oc1[cH][cH][cH][cH]c1[OH]	#
[!#1]Oc1[cH][cH][cH][cH]c1C(=O)[!#1]	#
[!#1]Oc1[cH][cH][cH][cH]c1F	#
[!#1]Oc1[cH][cH][cH][cH]c1N([!#1])C(=O)[CH]([!#1])[CH2]C(=O)[!#1]	#
[!#1]Oc1[cH][cH][cH][cH]c1O[!#1]	#
[!#1]Oc1[cH][cH][cH]c([!#1])[cH]1	#
[!#1]Oc1[cH][cH][cH]c([CH]=N[!#1])c1[OH]	#
[!#1]Oc1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]Oc1[cH][cH][cH]c([cH]1)C(=O)[!#1]	#
[!#1]Oc1[cH][cH][cH]c([CH3])[cH]1	#
[!#1]Oc1[cH][cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]Oc1[cH][cH][cH]c2[cH][cH][cH]nc12	#
[!#1]Oc1[cH][cH][cH]nc1[!#1]	#
[!#1]Oc1[cH][cH]c([!#1])[cH][cH]1	#
[!#1]Oc1[cH][cH]c([!#1])[cH]c1[!#1]	#
[!#1]Oc1[cH][cH]c([!#1])[cH]c1Br	#
[!#1]Oc1[cH][cH]c([!#1])[cH]c1O[!#1]	#
[!#1]Oc1[cH][cH]c([!#1])c([cH]1)[N+](=O)[O-]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)[CH]([!#1])[!#1]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C([CH3])([CH3])[CH3]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C([CH3])([CH3])c2[cH][cH]c([!#1])[cH][cH]2	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C([CH3])([CH3])c2[cH][cH]c(O[!#1])[cH][cH]2	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C(=O)[!#1]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C(=O)[OH]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C(c2[cH][cH][cH][cH]c2[!#1])(c3[cH][cH][cH][cH]c3[!#1])c4[cH][cH]c(O[!#1])[cH][cH]4	#
[!#1]Oc1[cH][cH]c([cH][cH]1)C(O[!#1])(c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3	#
[!#1]Oc1[cH][cH]c([cH][cH]1)N([!#1])[CH2]c2[cH][cH]c(Br)[cH][cH]2	#
[!#1]Oc1[cH][cH]c([cH][cH]1)N([!#1])[CH2]c2[cH][cH]c(F)[cH][cH]2	#
[!#1]Oc1[cH][cH]c([cH][cH]1)N([!#1])C(=O)[CH]([!#1])[CH2]C(=O)[!#1]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)N([!#1])C(=O)[CH]([CH2]C(=O)[!#1])S[CH2]C(=O)[!#1]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]	#
[!#1]Oc1[cH][cH]c([cH][cH]1)S(=O)(=O)c2[cH][cH]c([!#1])[cH][cH]2	#
[!#1]Oc1[cH][cH]c([CH]=N[!#1])[cH][cH]1	#
[!#1]Oc1[cH][cH]c([CH]=N[!#1])[cH]c1[OH]	#
[!#1]Oc1[cH][cH]c([CH]=N[!#1])[cH]c1O[!#1]	#
[!#1]Oc1[cH][cH]c([CH]=N[!#1])c(O[!#1])[cH]1	#
[!#1]Oc1[cH][cH]c([CH]=O)[cH][cH]1	#
[!#1]Oc1[cH][cH]c([cH]c1O[!#1])[CH]([!#1])[!#1]	#
[!#1]Oc1[cH][cH]c([cH]c1O[!#1])C(=O)[!#1]	#
[!#1]Oc1[cH][cH]c([CH2][CH2]N([!#1])[CH3])[cH]c1O[!#1]	#
[!#1]Oc1[cH][cH]c([CH2]C(=O)[!#1])[cH][cH]1	#
[!#1]Oc1[cH][cH]c([CH2]C(=O)[!#1])[cH]c1O[!#1]	#
[!#1]Oc1[cH][cH]c([CH3])[cH][cH]1	#
[!#1]Oc1[cH][cH]c([CH3])[cH]c1[CH3]	#
[!#1]Oc1[cH][cH]c([CH3])[cH]c1[N+](=O)[O-]	#
[!#1]Oc1[cH][cH]c([CH3])c([CH3])[cH]1	#
[!#1]Oc1[cH][cH]c([NH]C(=O)[!#1])[cH]c1Cl	#
[!#1]Oc1[cH][cH]c([NH2])[cH][cH]1	#
[!#1]Oc1[cH][cH]c([OH])[cH][cH]1	#
[!#1]Oc1[cH][cH]c(Br)[cH][cH]1	#
[!#1]Oc1[cH][cH]c(C(=O)[OH])c([cH]1)C(=O)[OH]	#
[!#1]Oc1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]Oc1[cH][cH]c(Cl)[cH]c1Cl	#
[!#1]Oc1[cH][cH]c(O[!#1])[cH][cH]1	#
[!#1]Oc1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1	#
[!#1]Oc1[cH][cH]c2[cH][cH][cH][cH]c2c1[CH2]c3c(O[!#1])[cH][cH]c4[cH][cH][cH][cH]c34	#
[!#1]Oc1[cH][cH]c2[cH][cH][cH][cH]c2c1Br	#
[!#1]Oc1[cH][cH]c2c([CH3])[cH]c(=O)oc2[cH]1	#
[!#1]Oc1[cH][cH]c2c(=O)c([!#1])[cH]oc2[cH]1	#
[!#1]Oc1[cH][cH]c2c(=O)c([!#1])c([CH3])oc2[cH]1	#
[!#1]Oc1[cH][cH]c2C(=O)OC(=O)c2[cH]1	#
[!#1]Oc1[cH]c([cH][cH]c1[!#1])[CH]([!#1])[!#1]	#
[!#1]Oc1[cH]c([cH][cH]c1[OH])[CH]([!#1])[!#1]	#
[!#1]Oc1[cH]c([CH]=N[!#1])[cH][cH]c1[OH]	#
[!#1]Oc1[cH]c([cH]c(O[!#1])c1O[!#1])C(=O)[!#1]	#
[!#1]Oc1[cH]c([CH3])[cH]c(O[!#1])[cH]1	#
[!#1]Oc1[cH]c(Br)[cH]c([CH]=N[!#1])c1[OH]	#
[!#1]Oc1c([!#1])[cH][cH][cH]c1[CH]([!#1])[!#1]	#
[!#1]Oc1c([CH3])[cH]c(Br)[cH]c1[CH3]	#
[!#1]Oc1c(Br)[cH]c(Br)c2[cH][cH][cH]nc12	#
[!#1]Oc1c(Cl)[cH]c(Cl)[cH]c1C(=O)[!#1]	#
[!#1]Oc1c(F)c(F)c([!#1])c(F)c1F	#
[!#1]OP(=O)([OH])O[!#1]	#
[!#1]OP(=O)(O[!#1])O[!#1]	#
[!#1]OS(=O)(=O)[!#1]	#
[!#1]OS(=O)(=O)[CH2][CH2]S(=O)(=O)[!#1]	#
[!#1]OS(=O)(=O)[CH2][CH2]S[!#1]	#
[!#1]OS(=O)(=O)[CH3]	#
[!#1]OS(=O)(=O)[OH]	#
[!#1]P(=O)([OH])O[CH2][CH3]	#
[!#1]P(=O)(O[CH3])O[CH3]	#
[!#1]P1(=O)O[CH2][CH2][CH2]O1	#
[!#1]S(=O)(=O)[!#1]	#
[!#1]S(=O)(=O)[CH]1[CH2][CH2]S(=O)(=O)[CH2]1	#
[!#1]S(=O)(=O)[CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]S(=O)(=O)[CH2][CH2][OH]	#
[!#1]S(=O)(=O)[CH2][CH2]C(=O)[CH3]	#
[!#1]S(=O)(=O)[CH2][CH2]C(=O)[OH]	#
[!#1]S(=O)(=O)[CH2][CH2]C(=O)O[CH2][CH3]	#
[!#1]S(=O)(=O)[CH2][CH2]C(=O)O[CH3]	#
[!#1]S(=O)(=O)[CH2][CH3]	#
[!#1]S(=O)(=O)[CH2]Br	#
[!#1]S(=O)(=O)[CH2]C(=N[NH]C(=S)[NH2])[CH3]	#
[!#1]S(=O)(=O)[CH2]C(=O)[CH3]	#
[!#1]S(=O)(=O)[CH2]C(=O)[NH2]	#
[!#1]S(=O)(=O)[CH2]C(=O)[OH]	#
[!#1]S(=O)(=O)[CH2]OC(=O)[CH3]	#
[!#1]S(=O)(=O)[CH3]	#
[!#1]S(=O)(=O)[NH][CH]([CH]([CH3])[CH3])C(=O)[OH]	#
[!#1]S(=O)(=O)[NH][CH]([CH2][CH2][CH3])C(=O)[OH]	#
[!#1]S(=O)(=O)[NH][CH]([CH3])[CH3]	#
[!#1]S(=O)(=O)[NH][CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]S(=O)(=O)[NH][CH2][CH2][CH2][CH2][CH2]C(=O)[OH]	#
[!#1]S(=O)(=O)[NH][CH2][CH2][CH2][CH3]	#
[!#1]S(=O)(=O)[NH][CH2][CH2][CH2][OH]	#
[!#1]S(=O)(=O)[NH][CH2][CH2][CH2]C(=O)[OH]	#
[!#1]S(=O)(=O)[NH][CH2][CH2][OH]	#
[!#1]S(=O)(=O)[NH][CH2][CH2]C(=O)[OH]	#
[!#1]S(=O)(=O)[NH][CH2][CH2]OC(=O)[NH][CH2][CH2][CH2][CH3]	#
[!#1]S(=O)(=O)[NH][CH2]C(=O)[OH]	#
[!#1]S(=O)(=O)[NH][CH2]C(=O)O[CH2][CH3]	#
[!#1]S(=O)(=O)[NH][CH3]	#
[!#1]S(=O)(=O)[NH]C([CH3])([CH3])[CH3]	#
[!#1]S(=O)(=O)[NH]C(=O)[CH3]	#
[!#1]S(=O)(=O)[NH]C(=O)[NH2]	#
[!#1]S(=O)(=O)[NH]C(=O)O[CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1]S(=O)(=O)[NH2]	#
[!#1]S(=O)(=O)[OH]	#
[!#1]S(=O)(=O)C([CH3])([CH3])[CH2]C(=O)[CH3]	#
[!#1]S(=O)(=O)C([CH3])([CH3])[CH3]	#
[!#1]S(=O)(=O)C(F)(F)F	#
[!#1]S(=O)(=O)c1[cH][cH][cH][cH][cH]1	#
[!#1]S(=O)(=O)c1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1]S(=O)(=O)c1[cH][cH][cH][cH]c1Cl	#
[!#1]S(=O)(=O)c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]S(=O)(=O)c1[cH][cH][cH]c([cH]1)C(F)(F)F	#
[!#1]S(=O)(=O)c1[cH][cH][cH]c([cH]1)S(=O)(=O)c2[cH][cH]c(Cl)[cH][cH]2	#
[!#1]S(=O)(=O)c1[cH][cH][cH]c([cH]1)S(=O)(=O)c2[cH][cH]c(Cl)c(Cl)[cH]2	#
[!#1]S(=O)(=O)c1[cH][cH][cH]c2[cH][cH][cH]nc12	#
[!#1]S(=O)(=O)c1[cH][cH][cH]c2nsnc12	#
[!#1]S(=O)(=O)c1[cH][cH]c([cH][cH]1)[CH]2[CH2][CH2][CH2][CH2][CH2]2	#
[!#1]S(=O)(=O)c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]S(=O)(=O)c1[cH][cH]c([cH][cH]1)C([CH3])([CH3])[CH3]	#
[!#1]S(=O)(=O)c1[cH][cH]c([cH][cH]1)C(=O)[OH]	#
[!#1]S(=O)(=O)c1[cH][cH]c([CH3])[cH][cH]1	#
[!#1]S(=O)(=O)c1[cH][cH]c([CH3])c([cH]1)[N+](=O)[O-]	#
[!#1]S(=O)(=O)c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]S(=O)(=O)c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]S(=O)(=O)c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]	#
[!#1]S(=O)(=O)c1[cH][cH]c(Cl)c(Cl)[cH]1	#
[!#1]S(=O)(=O)c1[cH][cH]c(S(c2[cH][cH]c([cH][cH]2)S(=O)(=O)[!#1]))[cH][cH]1	# [!#1]S(=O)(=O)c1[cH][cH]c(Sc2[cH][cH]c([cH][cH]2)S(=O)(=O)[!#1])[cH][cH]1
[!#1]S(=O)(=O)c1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1	#
[!#1]S(=O)(=O)c1c([cH]c([cH]c1[CH]([CH3])[CH3])[CH]([CH3])[CH3])[CH]([CH3])[CH3]	#
[!#1]S(=O)(=O)c1c([CH3])[cH]c([CH3])[cH]c1[CH3]	#
[!#1]S(=O)(=O)N([CH2][CH]([CH3])[CH3])[CH2][CH]([CH3])[CH3]	#
[!#1]S(=O)(=O)N([CH2][CH2][CH2][CH3])[CH2][CH2]C(=O)[NH2]	#
[!#1]S(=O)(=O)N([CH2][CH2][CH3])[CH2][CH2][CH3]	#
[!#1]S(=O)(=O)N([CH2][CH2][OH])[CH2][CH2][OH]	#
[!#1]S(=O)(=O)N([CH2][CH3])[CH2][CH3]	#
[!#1]S(=O)(=O)N([CH3])[CH3]	#
[!#1]S(=O)(=O)N1[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]S(=O)(=O)N1[CH2][CH2]O[CH2][CH2]1	#
[!#1]S(=O)(=O)O[CH2][CH2]S(=O)(=O)[CH2][CH3]	#
[!#1]S(=O)(=O)O[CH3]	#
[!#1]S(=O)(=O)O[K]	#
[!#1]S(=O)(=O)O[Na]	#
[!#1]S[!#1]	#
[!#1]S[CH]([!#1])[!#1]	#
[!#1]S[CH]([!#1])[CH2]C(=O)[!#1]	#
[!#1]S[CH]([!#1])C(=O)[OH]	#
[!#1]S[CH]([NH]C(=O)[!#1])C(=O)[!#1]	#
[!#1]S[CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl	#
[!#1]S[CH2][CH2][CH2]S(=O)(=O)[OH]	#
[!#1]S[CH2][CH2][NH2]	#
[!#1]S[CH2][CH2][OH]	#
[!#1]S[CH2][CH2]C(F)(F)F	#
[!#1]S[CH2][CH2]S(=O)(=O)[!#1]	#
[!#1]S[CH2][CH2]S[!#1]	#
[!#1]S[CH2][CH2]SC(=[NH])[NH2]	#
[!#1]S[CH2][CH3]	#
[!#1]S[CH2][NH]C(=O)[!#1]	#
[!#1]S[CH2]C(=O)[!#1]	#
[!#1]S[CH2]C(=O)[CH3]	#
[!#1]S[CH2]C(=O)[NH]N=[CH][!#1]	#
[!#1]S[CH2]C(=O)[NH2]	#
[!#1]S[CH2]C(=O)[OH]	#
[!#1]S[CH2]C(=O)O[CH2][CH3]	#
[!#1]S[CH3]	#
[!#1]SC([CH3])([CH3])[CH3]	#
[!#1]SC(=[NH])[NH]N=[CH][!#1]	#
[!#1]SC(=[NH])[NH2]	#
[!#1]SC(=C(Cl)Cl)[NH]C(=O)[!#1]	#
[!#1]SC(=N[CH2][CH3])[NH][CH2][CH3]	#
[!#1]SC(=O)[!#1]	#
[!#1]SC(F)(F)C(F)(F)C(F)(F)F	#
[!#1]SC(F)(F)F	#
[!#1]S(c1[cH][cH][cH][cH][cH]1)	# [!#1]Sc1[cH][cH][cH][cH][cH]1
[!#1]S(c1[cH][cH]c([!#1])[cH][cH]1)	# [!#1]Sc1[cH][cH]c([!#1])[cH][cH]1
[!#1]S(c1nc2[cH][cH][cH][cH]c2s1)	# [!#1]Sc1nc2[cH][cH][cH][cH]c2s1
[Na]OS(=O)=O	#
[O-][N+](=O)c1cc([N+](=O)[O-])c2ccccc2c1	#
[O-][N+](=O)c1cc(C=O)cc(c1)[N+](=O)[O-]	#
[O-][N+](=O)c1cc(C=O)ccc1Br	#
[O-][N+](=O)c1cc(C=O)ccc1Cl	#
[O-][N+](=O)c1cc(cc(c1)C(F)(F)F)[N+](=O)[O-]	#
[O-][N+](=O)c1cc(ccc1Cl)S(=O)=O	#
[O-][N+](=O)c1cc(NC=O)ccc1Cl	#
[O-][N+](=O)c1cc2ccccc2oc1=O	#
[O-][N+](=O)c1cc2OCOc2cc1C=N	#
[O-][N+](=O)c1cc2OCOc2cc1C=NNC=O	#
[O-][N+](=O)c1ccc(C=N)cc1	#
[O-][N+](=O)c1ccc(C=N)s1	#
[O-][N+](=O)c1ccc(C=NNC=O)cc1	#
[O-][N+](=O)c1ccc(C=NNC=O)o1	#
[O-][N+](=O)c1ccc(C=O)c(C=O)c1	#
[O-][N+](=O)c1ccc(C=O)c(c1)[N+](=O)[O-]	#
[O-][N+](=O)c1ccc(C=O)cc1	#
[O-][N+](=O)c1ccc(cc1)C(=O)CCC(Cl)(Cl)Cl	#
[O-][N+](=O)c1ccc(cc1)C(=O)NN=Cc2ccccc2	#
[O-][N+](=O)c1ccc(cc1)N2CCNCC2	#
[O-][N+](=O)c1ccc(cc1)N2N=C(CC2=O)c3ccccc3	#
[O-][N+](=O)c1ccc(cc1)S(=O)=O	#
[O-][N+](=O)c1ccc(CCC=O)cc1	#
[O-][N+](=O)c1ccc(Cl)c(C=O)c1	#
[O-][N+](=O)c1ccc(Cl)cc1	#
[O-][N+](=O)c1ccc(NC(=S)NCC(Cl)(Cl)Cl)cc1	#
[O-][N+](=O)c1ccc(NC=O)cc1	#
[O-][N+](=O)c1ccc(NN=C(C=O)C=O)cc1	#
[O-][N+](=O)c1ccc2C(=O)NC(=O)c2c1	#
[O-][N+](=O)c1ccc2nc3c(cc2c1)[nH]c4ccccc43	#
[O-][N+](=O)c1ccc2nonc2c1	#
[O-][N+](=O)c1cccc(Br)c1	#
[O-][N+](=O)c1cccc(C=N)c1	#
[O-][N+](=O)c1cccc(C=NNC=O)c1	#
[O-][N+](=O)c1cccc(C=O)c1	#
[O-][N+](=O)c1cccc(C=O)c1C=O	#
[O-][N+](=O)c1cccc(c1)[N+](=O)[O-]	#
[O-][N+](=O)c1cccc(c1)C(F)(F)F	#
[O-][N+](=O)c1cccc(c1)S(=O)=O	#
[O-][N+](=O)c1cccc(Cl)c1	#
[O-][N+](=O)c1cccc(NC(=S)NCC(Cl)(Cl)Cl)c1	#
[O-][N+](=O)c1cccc(NC=O)c1	#
[O-][N+](=O)c1cccc(NS(=O)=O)c1	#
[O-][N+](=O)c1cccc2nonc12	#
[O-][N+](=O)c1cccc2nsnc12	#
[O-][N+](=O)c1ccccc1	#
[O-][N+](=O)c1ccccc1C=N	#
[O-][N+](=O)c1ccccc1C=NNC=O	#
[O-][N+](=O)c1ccccc1C=O	#
[O-][N+](=O)c1ccccc1Cl	#
[O-][N+](=O)c1ccccc1NC(=S)NCC(Cl)(Cl)Cl	#
[O-][N+](=O)c1ccccc1NC=O	#
[O-][N+](=O)c1ccccc1S(=O)=O	#
[O-][N+](=O)c1cn[nH]c1C=O	#
[O-][N+](=O)c1nc[nH]c1C=O	#
[O-][N+](=O)CCCl	#
[O-][N+](=O)NC(=N)NN=C	#
[O-][n+]1ccc(C=O)cc1	#
[O-][NH]=N	#
[O-][NH]=O	#
[OH]	#
Br	#
Brc1c[nH]nc1C=O	#
Brc1cc(Br)c2cccnc2c1	#
Brc1cc(Br)cc(Br)c1	#
Brc1cc2OCOc2cc1C=NNC=O	#
Brc1ccc(C=N)cc1	#
Brc1ccc(C=N)s1	#
